"MOD_CAP","TRAIN","FULL_CAP"
"cowabunga set tmnt sale dormont location",0,"Cowabunga! Set of TMNT up for sale at our Dormont Location! 🐢🐢🐢🐢"
"cant get x collab thank much hook sick addiction collection",0,"Cant get over this @kahunaglass x @campfire_glassworks collab.. Thank you so much for the hook up @ajuniqueboutique.. Such a sick addiction to the collection.
.
.
.
#headyglass #glasscollector #glassart #glassofig #bong #bongs #bongrips #bonghits #weedporn #710 #710society #dabs #dabber #bubblecap #carbcap #purple #shark #dabsallday #canada #bongsofig #headydabber #dabrig #like #follow #toke #highlife #lit #420 #cannabiscommunity #cannabis"
"long time since uploaded dab video go thanks awesome people making perfect dab set heres little rig cap quartz rubys also thanks always heady glass point hooking shit solid color insane thanks get boy always got deals quartz glass",0,"Long time since I uploaded a dab video but here you go. Thanks to all this awesome people for making the perfect dab set. Here's a little #stopdropandglob .

Rig-@mitoaglass
Cap-@hploveglass 
Quartz-@skavengr 
rubys-@rubypearlco 
Also thanks to @dabnationdubs
@dabnation_la @westcoastcandice
For always having the heady glass on point and hooking it up on my @hploveglass this shit is solid . And the color is insane.  Thanks @dab7one0 on the @skavengr
Get at my boy he always got deals on quartz and glass 
#headyglass #headyglasscollector #headyglassart #skavengerquartz
#americanglass #mitoaglass #hploveglass #bubblecap #americanquartz #420 #710society #fueledbythc #cannabis #cannabiscommunity #dabnation #dabnationla"
"1ction white starting bid 1 1 increments ends tonight 6pm pst 6619 5 minute snipe rule dm questions winner pays 5 shipping us 15 international winner must paypal venmo ready also take cash app winner must contact within 24hrs pay item reauctioned must 1821 years older bid please tag person outbid thanks happy bidding",1,"$1**CTION! For a #elvisred and white #tentaclependant ! Starting bid is $1 with $1 OR more increments.  Ends tonight at 6pm PST 6/6/19 with a 5 minute snipe rule! Dm for questions.  Winner pays $5 shipping us and $15 for international.  Winner MUST BE PayPal OR venmo ready OR I also take the cash app now 😀. Winner MUST CONTACT WITHIN 24HRS and PAY OR ITEM will BE REAUCTIONED.  MUST BE 18/21 years OR OLDER to bid.  PLEASE TAG THE PERSON YOU OUTBID THANKS AND HAPPY BIDDING 😀
#glassforsale#pendant#pendantsforsale#highsociety#dabsociety#headyglass#dailydabbers#oprahsbookclub#glassauction#glassauctions"
"cap nice addition peak functions",0,"@rielglass this cap is such a nice addition to my peak it functions 🔥🔥#puffcopeak #bubblecap #rielglass #millicoin #fritt"
"bobomb inspired bubble cap omb",0,"Bob-omb inspired bubble cap. 
#bubblecapofig #bob-omb #bobomb
#bubblecap #mario #mariobrother #supermario #luigi #koopa #goomba #mushrooms #flowerpower #marioglass #fun #fam #toadstool #bowser #princesspeach #turtles #squeze #squishy #fame #gamer #wiseassglass #kevin_whittaker"
"haapy pipe outdoors make great day ian millie work continues mesmerize hope everyone amazing day",0,"A haapy pipe and the outdoors make for a great day😁🌀⚡️ Ian’s millie work continues to mesmerize me🤩 hope everyone has an amazing day! @haapsglass"
"2014 chakaglass dankmas elf dm snag 65 shipped priority 23 day dabber carb cap time bubblecap lol",0,"2014 chakaglass dankmas elf
DM TO SNAG. $65 shipped priority 2-3 day •
•this is a dabber / carb cap. Before the time of the bubblecap lol
•
•
•
•
•
#fueledbythc #glassblowing #boro #dabbersdaily #topshelflife #bestofglass #710 #glasslife #headyglassforsale #headyglass #thousanddollarsmoke #glassforsale #highsociety #heady #oprahsbookclub #glassporn #headyart #glassofig #glassart #highendglass #headies #functionalglassart #boroforsale #boroballers #eastcoastdabbers #newglass #headyrigs #wedontsmokethesame #dablife #vape"
"quick post 24mm banger thanks lookin",0,"Quick post! #northstaryellow #aquablue and #greenstardust #bubblecap for a 24mm banger. Thanks for lookin! #glasslife #glassadventures #borowhore #terpslut #420 #710 #smokeshop #butts #love #dabs #dabbing #wax #oil #lowtemp #grind #artordeath #takebigbites #manifestharder"
"auction collab cap 4mm white sphere opal encased tonic handle fume work reflective greens remind japanese beetle cap fits 20mm25mm comes signed dated stickers 1 auction starts 50 cover shipping 2 bid increments 5 3 bin reserve 4 auction ends going going twice please payment ready bidding thank support good luck",1,"💎AUCTION💎
@pakuaglass collab cap with 4mm white sphere opal encased in tonic for the handle. @pakuaglass fume work is so reflective 😍 The greens remind me of a Japanese beetle. Cap fits 20mm-25mm. Comes signed, dated and with stickers. 
1️⃣ Auction starts at $50 (I cover shipping)
2️⃣ Bid in increments of $5 or more. 
3️⃣ No BIN. No Reserve. 
4️⃣ Auction ends going once, going twice. 
Please be payment ready if bidding. Thank you for the support and good luck 🙏 #BarryGlass#collab#carbcap#thermalcap#bubblecap#heady#headyglass#headyglassart#glass#glassart#glasslife#glasslove#glassofig#glassblowing#flameworking#lampworking#opal#vitaminO#gttmirage#glass4sale#glassforsale#progress"
"going plenty quartz available upcoming show feb 11th 13th las vegas westgate hotel casino come check boro quartz available",0,"We are going to have plenty of quartz available at the upcoming @glassvegasexpo show Feb. 11th- 13th in Las Vegas at the Westgate Hotel & Casino. Come check out the boro and quartz we will have available!! ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ #Quartz #quartzonly #quartzmafia #flattopbucket #trough #icewax #oilrig #pig #piggy #art #americanquartz #lowtemp #globs #h3 #Halen #heady #bucket #halenquartz #joelhalen #halenbucket #coloradoquartz #bubblecap #insert #roundbottom #quartzinsert #socialmedia #🐷 #🐽"
"got cfl parralax secret white bubble cap available hit dm wanna purchase one get custom going",0,"Got this CFL Parralax and Secret White bubble cap available 🤘 hit the dm if you wanna purchase this one or get a custom going 😎❤️"
"detail maya",0,"Detail of Maya
⊙⧰△⧰☷⧰△⧰⊙
#shamanism #mysticism #psychedelia #psychedelics #psyart #futuristic #visionaryart #shaman #brc #ethereal #celestial #astral #luminous #galactic #visions #blackrockcity #electricforest #galaxies #ayahuasca #psytrance #psychedelictrance #fractal #trippyart #headyart #connected"
"custom dichro pendies every moodboth available 25 plus 5 shipping first dibs gets please paypal ready",0,"Custom dichro pendies for every mood...both available 25 plus 5 shipping, first to dibs gets it, please be PayPal ready! #georgeglass #glassblowing #lampworking #murrine #millefiori #millis #millisofig #milli #milliforsale #boroofig #boro #boroforsale #glassforsale #glassart #texasglass #nofilter #localglass #localartist #texasglass"
"sold 14mm double uptake recycler set come iso station bubble cap 600 shipped usa payment plans always option dm scoop",0,"(SOLD)
@humadethat 14mm double uptake recycler set Will come iso station and bubble cap🔥 $600 shipped in the USA payment plans always an option Dm to scoop 💎
#superbakedbrosglass #glassofig #headyglass #glassart #glass #glassforsale #oprahsbookclub #bestofglass #society #glassporn #heady #dabs #dabbersdaily #thousanddollarsmoke #boro #cannabiscommunity #glassblowing #headyart #glasslife #cannabis #art #highsociety #terps #weshouldsmoke #dabstagram #hightimes #pendantsofig #boroforsale #weedstagram #dab"
"follow tag friend artist details 2019 325 onniechillum made experimental yellow sleeved clear make transparent features black white yellow fire fade wigwag section encased opal msrp 60 shipped lock today 6 using free layaway plan gallery 1st america offer free layaway plan customer wishes use 10 photo",0,"FOLLOW & TAG A FRIEND BELOW 👇✌
ARTIST: @darthsilicate

DETAILS: 2019 3.25"" Onnie/Chillum #1 made from an experimental Yellow from @greasy_glass sleeved in clear to make it more transparent.  Features a Black, White & Yellow fire fade wigwag section and an encased opal.

MSRP: $60 shipped.  Lock this in today for only $6 using our free layaway plan.

Our gallery is the 1st in America to offer a free layaway plan to any customer who wishes to use it for only 10% down.

Photo by @adamvancephoto

#headyglass #heady #headyart #710 #420 #glasscommunity #glasslife #glassart #glassofig #710society #highendglass #highsociety #highlife #hightimes #dailydabbers #dablife #dabbersdaily #dabbers_unite #GlassForSale #onnie #onie #chillum #bestofglass #dabstars #darthsilicate #darthsilicateglass"
"free bubble cap like post pick winner random monday made montage various clf colors one truly one kind thanks support",0,"Free bubble cap! Just like the post, I’ll pick a winner at random on Monday. Made with a montage various clf colors, this one is truly one of a kind. Thanks for all the support!!! #wcstearns #wcstearnsglass #cfl #dichro #bubblecap"
"soldhasholina created mid 2018 mostly enjoys 90u hash rosin sometimes settle 75u even 120u distilled water favorite occasionally enjoys dab video camera shy trait interest piece art please dm",0,"****SOLD****HashOLina created by @borosillycat in mid 2018. She mostly enjoys 90u hash rosin but sometimes will settle for 75u or even 120u 🤷🏼‍♂️ distilled water is her favorite, occasionally enjoys a dab video here and there but camera shy is a trait she has. Any interest in this piece of art please DM 🖼 #glassofig #glassforsale #cannabiscommunity #oprahsbookclub #art #medicated #high_larry_us #staylifted #710society #710 #elevated #goodvibes"
"bay area peeps biggest selection bay stop check latest greatest",0,"Bay Area peeps 
@fattyzone
@fattyzone
@fattyzone
Has the biggest selection of #beltzmeltz in the bay! Stop in and check them out for the latest & greatest!
#beltzmeltz #beltzmeltzglass #beltzmeltzarmy #beltzmeltz2019 #glass #glassofig #glassporn #opal #bling #honeycomb #dabs #420 #710 #handmade #headyglass #cannabis #california #westcoast #dank #sexy #lovelife #functional #art #terps #carbcap #bubblecap #lowtemp #dabbersdaily"
"would like thank donating auction support veterans years event thank time energy purchase contact well select pieces",0,"We would like to thank @black_sand_glass  for donating to our auction and support our veterans at this years event! Thank you for your time and energy 🖤 to purchase contact @black_sand_glass as well as select pieces @headyhawaii 🤙🏼
#headyart #donation #veterans #cannabis #oahu #oahuevents #hawaiicannabis #cannibiscommunity #giveback #nonprofit #vetsdoitbest #hivetscan"
"flexin slyme worked straight tube",0,"@chumpadelph flexin with the Slyme Worked #illadelph straight tube."
"ended u c n geotech bubble cap featuring purple rain antidote 30mm diameter ends sat 46 going 123 5pm pst starts 0 10 min increments 10 priority shipping must venmopaypalcard ready",0,"****ENDED!!!!**** 💎 A U C T I O N !!! 💎 
GeoTech Bubble Cap featuring Purple Rain and Antidote - 30mm diameter ✨ Ends Sat 4/6 Going 1,2,3 at 5pm PST 🔹 starts Now at $0, $10 min increments 🔹 $10 Priority Shipping 🔹 Must be Venmo/Paypal/card ready  #crystalcluster #crystalhealing #crystalgang #bubblecap #carbcap #geotech"
"love style raised stringer caps cap features hand laid stringer drawing giving unique look caps going great price 50 shipped still available send us dm youre interested",0,"Love the style on these @windstar_glass raised stringer caps! 😍😍 Each cap features a hand laid stringer drawing giving a unique look to the caps!🔥🔥🔥
These are going for a great price, just $50 shipped! A few are still available, send us a DM if you're interested!"
"closeddual giveaway two blasted blades scoop clear one rules giveaway like postfollow tag 3 people entry many times like long entry different people winner randomly picked 800 followers good luck everybody",0,"CLOSED!!!!*DUAL GIVEAWAY* Two blasted blades with a scoop on the clear one! 
Rules for the giveaway:
Like this post/follow/ and Tag 3 people 
You can entry as many times as you like( as long as each entry has different people) 
The winner will be randomly picked at ***800 followers!! Good luck everybody! #headyglass #glassofig #glass #glassforsale #glassart #heady #oprahsbookclub #glassporn #society #bestofglass #thousanddollarsmoke #dabs #dabbersdaily #cannabiscommunity #headyart #boro #headyglassforsale #cannabis #glassblowing #terps #dab #highsociety #glasslife #boroforsale #topshelflife #art #dabstagram #highlife #functionalglassart #bhfyp"
"chaos color tube pull going straight tube im done looking back instagrams saw straight tubes made last year wanted try another one kilns almost temp start working rig started last night boob",0,"Chaos color tube pull. This is going to be a straight tube when I'm done with it. I was looking back in my instagrams and saw a few straight tubes that I had made last year. Wanted to try another one. Kilns almost at temp so I can start working on the other rig I started last night. #dabs #dabber #710 #420 #sideboob #glassofig #garlicbread #boro #bubblecap #glassporn #iwillmarrymary #captainplanet #oprahsbookclub #tuopipes #cap #carb #heady #boobytrapspeltbackwardsispartyboob #carbcap #glass #headyglass #bestofglass #chugfuxker #710society #ronaldreganwasacaveman #glassforsale #whendidyoustopremembering"
"bubblecap stand auction auction starts 30 bid 5 increments call 710 pm pst tomorrow thanks rules paypal ready winner pay shipping 8 priority mail thanks everyone going support",1,"Bubblecap and stand by @paulson.pieces up for auction. Auction starts at 30$’s and bid in 5$ increments and we will call It at 7:10 pm PST Tomorrow . Thanks. The Rules. Be PayPal ready and winner pay shipping 8$’s Priority mail.  Thanks everyone 🙏Our #glassauctions are going to support @lostmarbles.us  #terpsauce #710community #sloryan #glassofig #headyglassofig  #carbcap #carbcapsforsale #headyglass #seattledabbers #weshouldsmoke #dabbersdaily #dabsohard #710kingpen #dabsociety  #glassauctionsdaily #glassauctionsofig  #headyauction  #dailyauctions #glassporn #glasslovers #glasslife #glasslove #bubblecap #rigsofig #rigauction #lostmarbles #10mmmafia #dabstagram"
"24 hour auction gator jammer leave bids comments artist 65 inches 10mm auction rules starting bid 160 bid increments 20 minimum tag person outbid highest bidder wins free international shipping credit debit card ends thursday 100 pm et shipping week optional add handmade parachute necklace 10 247 support available payment due immediately conclusion auction failure pay block",1,"🚨24 Hour Auction🚨
Gator jammer. Leave your bids in the comments below!
Artist: @aaronuglass
(About 6.5 inches/ 10mm)
👇👇AUCTION RULES👇👇
👉Starting Bid: $160
👉Bid Increments: $20 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Thursday 1:00 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass"
"seems legit",0,"Seems Legit 🤣🤣🤣#halkhogan #machoManRandySavage #mushrooms #trippy #psychedelic #vial #lsd #bubblecap #carbcap  #glass #glassart #bestofglass #glassofig #glassgorsale #headyglass #710 #oil #dabs #sauce #shatter #rosin #hash #weshouldsmoke #cannabiscommunity #high_larry_us"
"u c n orange elvis bubble cap made today bidding starts zero increments five ends going going twice reserve play winner adds four shipping happy bidding",1,"💥A💥U💥C💥T💥I💥O💥N💥
Orange Elvis Bubble Cap I made today.
⏩Bidding starts at zero.
⏩Increments of five.
⏩Ends going once going twice. ⏩Reserve in play.
⏩Winner adds four for shipping.

Happy bidding! 
#BrainFreeZeBoro #GlassOfIG #BubbleCap #GlassAuction #GlassForSale #710Society
#710 #DabbersDaily #OprahsWookClub #OrangeElvis #DirectionalFlow #Colorado"
"desert angel creation done 20 years ago recently rediscovered",0,"“Desert Angel” a #photoshop creation done over 20 years ago and recently rediscovered"
"love yoshi paired pastel serum really feels like active camouflage swipe fluorescent light shot turns pink currently available hit details",0,"Love this Yoshi from @greasy_glass. Paired with pastel serum it really feels like he has some active camouflage. Swipe for the fluorescent light shot! It turns pink! Currently available hit me up for details 💚 
#glass #glassart #glassofig #boro #handmade #art #glassforsale #upgradeglass #pendant #pendantsofig #azglass #tucson #dabbersdaily #heady #headyart #uofa #crafts #makersgonnamake #bestofglass #wfayo #lb #710"
"thanks shops support artists reach key getting art community check website new drop coming soon",0,"Thanks to all the shops who support artists, your reach is key in getting the art to the community. Check out their website for a new drop coming soon! 📸: @j.friendly  #mitchellglass #ragingglass #testcrew #teamnocoast #snodgrassfamilyglass #harryglass #glassofig #glass_of_ig #glassart #glass #glassporn #glasscolor  #lampworking #sherlock #sherlocksofig #shurlock #bestofglass #headyart #headyglass"
"sold cap made features opal handle things spin terps look sexy",0,"Sold, cap is made by @cpbglass and features a @grandpaglass opal in the handle 🙏 these things will spin your terps and look sexy while doing it 🌪 #pomegranate #cpbglass #bubblecap #dibs"
"killa bee functional available thru",0,"🐝🐝🐝 Killa Bee functional. Available thru @queenbeessmokeshop 🐝🐝🐝"
"first combo gotta go hard birthday right",0,"My first combo gotta go hard on your birthday am I right?
🍯🛢💣🔥🎂👾💨
#minitube #bubblecap #gasglass #shatter #hitsfromthebong #710society #knockout #combo #glasscollector #sativa #crumble #indica #birthday #tokes #dailydabber #dablife #dabwithme #710 #dabstagram #crumble #fueledbythc #quartz #weshouldsmoke #meltshot #westcoastdabbers #kosmicpotato"
"seamless patterns gonna available 7pm friday 13th colorado time httpzachdonncomshop giveaway two post back page also ends 7pm colorado time made 50 piece limited runs snooze",0,"Seamless patterns by @zachdonn these are gonna be available at 7pm Friday the 13th Colorado time at http://Zachdonn.com/shop/ 💥💥giveaway two post back on my page also ends at 7pm Colorado time... these are being made in 50 piece limited runs so don’t snooze.🤘🤘#rosintech #liveresin #hash #dabs #bestofglass #thousanddollarsmoke #dabporn #rosin #boro #heady #headyglass #headyglassart #quartzbanger #bubblecap #bong #bongrips #bongs #dabrigs #dabcity #hashporn #hashrosin #marijuana #marijuanagrowers #extracts #concentrates #glassofig"
"spray collab dawg always great handing rone sections watching work magic one came supa clean available background piece homie back wall",0,"Spray can collab with ma dawg @roneglass 💦 Always great handing Rone sections and watching him work his magic.🧙‍♂️ This one came out supa clean and is available. 🤸

Background piece by the homie @hunterlee79 🎨 (back wall of @theglassranch)

#bestofglass #headyart #roneglass #yearoner #streetart #spraycan #headyglass #highendglass"
"bubble caps grabs 45 shipped well colors cherry blue satin orange crayon ns yellow antidote unobtanium caps 25mm accented opals dm click link bio purchase",0,"A few more @cpbglass bubble caps up for grabs these are $45 shipped as well 🔥 Colors are Cherry, Blue Satin, Orange Crayon, NS Yellow, Antidote, Unobtanium 🛰 These caps are all 25mm and accented with @grandpaglass opals 💎 DM or click the link in our bio to purchase 🔌 #bvglassart #cpbglass #opals #vitaminO #americanglass #northstarglass #glassalchemy #greasyglass #grandpaglass #bubblecap #carbcap #artofig #glassforsale #availableglass #glassofig #glassart #headyglass #glassforsale #bestofglass #borosilicate #boro #hustleboro #glassblowing #glassblowers #supportlocalglass"
"get set 30 shipped light blue stardust bubblecap 25mm fit dabtool comment dibs send dm",1,"Get this set for $30 shipped! 💎Light Blue Stardust💎

Bubblecap with 25mm fit and dabtool

Just comment dibs and send me a DM 🤙

#glassofig #glassart #jwesglassart #glassartist #glassblowing #glassworks #glassforsale #boro #concentrates #dabsdaily #dabstagram #dabsofig #nycdabbers #phillydabbers #westcoastdabbers #eastcoastdabbers #rawgarden #terpsauce #liveresinsauce #liveresin #terps #trautmanartglass #crystalbluepersuasion #crystalblue #zenithdefy"
"working custom wants mini carb cap carta smoked black eyeball white handle came make mini carb cap pendants got idea try carta made pendants functional never really thought could used way push envelope hahaha dm custom",0,"Working on a custom for @airhead303 she wants a mini carb cap for her Carta. Smoked black with eyeball white handle is what I came up with.
 I make mini carb cap pendants too. This is where @airhead303 got the idea to try it on her Carta. I made the pendants functional, but never really thought they could be used. @airhead303 way to push the envelope! Hahaha! -
DM for your custom!
-
#icarbcap #carbcap #bubblecap #pendantsofig #pendant #carbcapforsale #bubblecapforsale #thermalcap #carbcaps #bubblecaps #carbcapsofig #bubblecapsofig #carbcapsforsale #bubblecapsforsale #glassforsale #boroforsale #heady #headyglass #glassblowing #glassart #instaglass #timeonthetorch #eye #pendants #giveaway #headyaf #boroofig"
"good day shop",0,"Had a good day in the shop #glass #glassart #glassofig #glassporn #shroomlocks #hollowpendant #cross #bubblecap #floridaglass #jacksonville"
"sold people taking advantage sol 20 sale weekend sacredg lacesphere x catcher x slide combo shipping new home check seed life story highlight pricing currently available purchase",0,"🔥SOLD🔥
People are taking advantage of our SoL 20% off sale this weekend. This @sol_glassworks Sacred-G Lace-Sphere x @djm_urbanglass catcher x @koreyglass slide combo is shipping off to a new home.
Check out our Seed of Life story highlight for pricing on what is currently available for purchase.
.
.
#solglass #solglassworks  #seedoflifeglassworks #seedoflife #lacesphere"
"hit damn jackpot triple uptake recycler size piece perfect function piece perfect effortless pull perfect would say piece pretty perfect",0,"I hit the damn jackpot when I won this triple uptake recycler by @richiegageglass !! The size of the piece is perfect, the function on this piece is perfect, and the effortless pull is perfect!! Over I would say this piece is pretty perfect 👌🏾😅🔥🤤 #heady #headyglass #headyofig #headyart #headyboro #glass #bestofglass #glassofig #glassgamestrong #glassart #glassworks #headyhunter #boro #borohunter #borobandit #boroofig #boromarket #richiegageglass #perfect"
"bid gemini bubblecap featuring beautiful aquablack dna handle w opal top fits 25mm flat top gavel v2 25mm flat top bangers 25mm grail 25mm flat top bangers starting 100 increments 10 please tag person outbid please paypal ready bid cannot pay ends call going going twice fashion good luck thanks peeping",1,"Bid below
Gemini ♊️ bubblecap featuring a beautiful aqua/black dna handle w 🌈 opal top
Fits @quaveclubbangers 25mm flat top @highlyeducatedti gavel v2 @evanshorebangers 
25mm flat top bangers
@toro_glass 25mm Grail and other 25mm flat top bangers 
starting at 100 with increments of 10
Please tag the person you outbid and
Please have paypal ready and do NOT bid if you cannot pay! :)
Ends when I call it in a going once going twice fashion
Good luck and thanks for peeping 
#triplehelix #mettaterrania #rosinonlyhomie #gratefuldom  #love #peace #💗#bubblecap #grapegod #hashrosin #moltenaura #chicago #goldruby #goldenamethyst #serum #gemini #lowtemp #oprahswookclub #highlife #hightime #cannabis #weedstagram #thejuiceisloose #moonstone"
"opal tray turned art prints leggings phone cases",0,"Opal tray turned art prints, leggings, phone cases and more ✨ •
•
•
•
•
•
• #resin #resinart #artwork #rollingtray #artforsale #headyart #headyartforsale  #trippyart #psychedelicart #hippyart #headyartvault  #headyforsale #homedecor #420art #smokeweed #rolling #heady #trippyart #headshop #localartist #missouriartist #customart #handmade #functionalart #instaart #instaartwork  #trippyartwork #findyourthing"
"auction sold 44mm magnifying marble use pictures lighter sunny day comes signed upon request please read auction rules auction rules starts 0 bids 10 bid bid comment bin reserve free shipping us paypal venmo debitcredit card accepted call tonight good luck",0,"⚡️AUCTION⚡️SOLD
44mm magnifying marble
Use it for pictures or a lighter on a sunny day. Comes signed upon request. Please read the auction rules. 
AUCTION RULES:
Starts at $0
Bids of $10
Bid in BID HERE comment
No BIN 
No Reserve 
Free shipping to US 
PayPal, Venmo, or any debit/credit card is accepted
I will call this tonight, good luck!
#takodamadronaglass #marblesofig #glassforsale #clearmarble #glassmarble #headyglass #glassart #functionalglassart #headyart #bestofglass #auction #glassauction #dailyauction"
"available unfortunately last night rare purple scapolite set shattered accidents happen easy craft luckily able fit something rare ring encases nigerian blue spinel discovered year still proud ring",0,"~available~
Unfortunately last night the rare purple scapolite I had set shattered :( Accidents happen, this is not an easy craft. Luckily I was able to fit something just as rare! This ring now encases a Nigerian blue spinel, which was discovered just this year! I’m still very proud of this ring :) #artistsoninstagram #artist #artistofinstagram #instagramart #wrapsofinstagram #wrapsofig #headywirewrap #headyart #headypendants #wirewraps #forsale #silver #silverjewlery #gold #goldjewelry #goldring #silverring #spinel #spineljewelry #rarestone"
"asked several times well bubble caps available seal 25mm 30mm nails well video random cap chose see plus hear volume well seals 25mm nail airflow point plus look function great also caps interested seeing available please send dm details thanks loo king",0,"I’ve been asked, several times, how well the Bubble Caps we have available by @coteglass seal 25mm and 30mm Nails⁣
⁣
Well here’s a video, of random cap, I chose and you see plus hear👂🏼( volume on) how well it seals this 25mm Nail💯💯⁣
⁣
The airflow is on point👌🏼plus these look and function great🤘🏼⁣
⁣
There are also caps for both @puffco & @focusvproducts ⁣
⁣
If you’re interested in seeing👀 what’s available, please send a DM for more details📲 Thanks for loo⁣king🙏🏼🙏🏼
⁣
⁣
⁣
⁣
#rigdepot 
#glassforsale 
#glassauction 
#boroofig 
#oprahsbookclub 
#dabstagram 
#bubblecap
#boroballers 
#glassofinstagram 
#dabbersdaily 
#dabbers_unite 
#glasscommunity 
#instaglass
#710feed 
#terps 
#710life 
#glasslife
#glassofinstagram 
#dabstagram 
#onlysmokethefinest 
#carbcap 
#glasslife 
#carbcaps 
#bubblecaps
#boroofig 
#fueledbybho 
#boro
#quartzbanger 
#puffpuffpass 
#boroforsale"
"got emergency drop peaks sale today come get one still capes basically sell make sure get one gone",0,"Just got an emergency drop of some @puffco Peaks. On sale, today only! Come get one while we still have them. These capes basically sell themselves. Make sure to get one before they are gone!
_____________________________________ 
#mjhog #mjhog420 #maryjanesgotglass #420 #redefineheadshop #Maryjanes #maryjaneshouseofglass #CBD #glassofig #bong #glasspipe #thousandollarsmoke #puffcopeak #dailydabbers #puffco #funtionalglassart #headyglass #glassporn #boroglass #stonersociety #glasslife #oprahsbookclub #heady #boroofig #bubblecap #dabstagram #headyforsale #heady #pipemaker #dabs"
"ɱσσɳรƭσɳε ૨เɳɠ ρεɳ αɳƭ รεƭ εαℓs ση тнε sεт",0,"ɱσσɳรƭσɳε ૨เɳɠ & ρεɳ∂αɳƭ รεƭ
Ⓝⓞⓦ Ⓐⓥⓐⓘⓛⓐⓑⓛⓔ
.
.
🌛∂εαℓs ση тнε sεт🌜
.
.
#meekoriginals"
"whos ready become 1g dab sold shrunk wraps",0,"Whos ready to become a #BHOMBERZ 1g dab (Sold)  @rudeboyglass but he shrunk... #MiniChesterCheeto #shatter and #joints no wraps... #RudeBoyGlass #HeadyAsFuck #headyART #glasscollector #glassofig #glassforsale #glassauction #auction #HeadyLife #headyforsale #BestOfGlass #HeadyAsFuck"
"oldie goodie pink excalibur pro shot custom tyler g tube photo credits flameworking credits storage photos way drool thousand thanks guys involved best wishes tyler recovering shoulder surgery killing glass studio",0,"Oldie but a goodie of my pink Excalibur. Pro shot of my custom Tyler G tube. Photo credits to @cobuds44 - flameworking credits to @symbiarticglass She’s in storage for now, so photos are my only way to drool over her. A thousand thanks to both guys involved. Best wishes to Tyler who’s recovering from shoulder surgery after killing it in his glass studio #symbiarticglass #symbiarticgang #headyglass #prettyinpink #chandelierperc #torus #klein #wigwag #thousandollarsmoke #thousanddollarglass #moltenaura #greasyglass #northstarwhite #fuckprobation #comeonvacationleaveonprobation #headyart #classystoners #artcollection #pinkpower #bestofglass"
"happy meltshotmonday citizens today fat dabs flying crazy trebuchet get week started vid creds btw accepting citizen vids next melt shot monday send vids dm",0,"“Happy Melt-Shot-Monday citizens... Today we have some fat dabs flying in off this crazy @doshworld trebuchet... How do you get your week started?? vid creds @headyandfresh / @abraca_dabba
•
Btw👀👂- #Dabnation is accepting all citizen vids for next melt shot Monday send vids to the DM 👌🏼 •
•
•
•
•
•
#meltshotmonday #meltshots #trebuchet #headyglass #fatmeltshots #dabbersdaily #cannabiscommunity #bestofglass #glassforsale #glassporn #terps #functionalglassart #dabs #boro #art #highsociety #headyglassforsale #highlife #dab #wedontsmokethesame #dabstagram #headyart #cannabis #headyforsale #glassblowing"
"dibs anyone 60 takes",0,"Dibs anyone?? 60 takes it #dotstack #dots #dotsovernodots #dotlife #boro #ohioboro #lampwork #glass #flameworking #teambethlehem #ohigho #oprasbookclub #pendy #pendant #necklace #jewelry #420 #710 #710life #ohioglass #pendantsofig #33coe #glassforsale #headyglass"
"love process shots",0,"Love the process shots💪#nightshift #cloudsovercanada #wigwag #linework  #fire #uv #funwithfire #bubblecap #banger #glass #glassofig #rigsofig #custom #minitube #glassforsale #boro #boroforsale #glassart #carbcap #bangerhanger #qtiptech #thousanddollarsmoke #glassdabber #paythepiper #piedpiperglass #therealpiedpiper"
"win lava tube drawing friday act fast enter following 1 follow us arent already 2 tag least two friends comments post youre follow us many chances good luck",0,"WIN THIS LAVA TUBE!! Drawing is Friday so act fast.  You can enter by doing any of the following: 
1.  Follow us if you aren't already.

2.  Tag at least two friends in the comments of this post and you're in.  If they follow us you have that many more chances.

GOOD LUCK! 
#hawaiipipefarm #coboocreations #handmadepipes #ceramicpipes #hybridpipes #glasspipes #woodpipes ##madeinhawaii #pipes #glasspipes #designerpipes #cutepipe #magneticpipes #bigislandmade #uncleroberts #pipes #cannabispipe #marijuanapipe #weedpipes #coolpipes #headyglass #headypipes #headyart #"
